"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-313U2/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [-60, 104]
2023-09-24_04:54:00.000098627, [174, 26]
2023-09-24_04:54:00.000197255, [-167, -120]
2023-09-24_04:54:00.000295883, [-700, -52]
2023-09-24_04:54:00.000394511, [-838, 70]
2023-09-24_04:54:00.000493139, [-621, 31]
2023-09-24_04:54:00.000591767, [-103, -157]
2023-09-24_04:54:00.000690395, [478, -168]
2023-09-24_04:54:00.000789023, [1032, 0]
2023-09-24_04:54:00.000887651, [1350, 88]
2023-09-24_04:54:00.000986279, [1535, 115]
2023-09-24_04:54:00.001084907, [1896, 117]
2023-09-24_04:54:00.001183535, [2053, 49]
2023-09-24_04:54:00.001282163, [1471, -10]
2023-09-24_04:54:00.001380791, [553, -82]
2023-09-24_04:54:00.001479419, [-48, -45]
2023-09-24_04:54:00.001578047, [-146, 21]
2023-09-24_04:54:00.001676675, [492, 20]
2023-09-24_04:54:00.001775303, [1409, -35]
2023-09-24_04:54:00.001873931, [1702, -49]
2023-09-24_04:54:00.001972559, [1434, 17]
2023-09-24_04:54:00.002071187, [1478, 2]
2023-09-24_04:54:00.002169815, [2003, -29]
2023-09-24_04:54:00.002268443, [2420, -53]
2023-09-24_04:54:00.002367071, [2105, -13]
2023-09-24_04:54:00.002465699, [1425, -29]
2023-09-24_04:54:00.002564326, [1010, -184]
2023-09-24_04:54:00.002662954, [1348, -181]
2023-09-24_04:54:00.002761582, [1968, -5]
2023-09-24_04:54:00.002860210, [2151, 56]
2023-09-24_04:54:00.002958838, [1660, -2]
2023-09-24_04:54:00.003057466, [1193, -47]
2023-09-24_04:54:00.003156094, [1319, -77]
2023-09-24_04:54:00.003254722, [1921, -30]
2023-09-24_04:54:00.003353350, [2273, -80]
2023-09-24_04:54:00.003451978, [2086, -49]
2023-09-24_04:54:00.003550606, [1896, 45]
2023-09-24_04:54:00.003649234, [1938, -38]
2023-09-24_04:54:00.003747862, [2299, -111]
2023-09-24_04:54:00.003846490, [2398, -127]
2023-09-24_04:54:00.003945118, [2017, -130]
2023-09-24_04:54:00.004043746, [1294, -238]
