"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-311M1/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [305, -121449]
2023-09-24_04:54:00.000098627, [335, -121412]
2023-09-24_04:54:00.000197255, [37, -121446]
2023-09-24_04:54:00.000295883, [-173, -121387]
2023-09-24_04:54:00.000394511, [-255, -121329]
2023-09-24_04:54:00.000493139, [-333, -121315]
2023-09-24_04:54:00.000591767, [-320, -121347]
2023-09-24_04:54:00.000690395, [-259, -121319]
2023-09-24_04:54:00.000789023, [-120, -121225]
2023-09-24_04:54:00.000887651, [-77, -121292]
2023-09-24_04:54:00.000986279, [-45, -121529]
2023-09-24_04:54:00.001084907, [78, -121618]
2023-09-24_04:54:00.001183535, [-64, -121618]
2023-09-24_04:54:00.001282163, [-381, -121585]
2023-09-24_04:54:00.001380791, [-847, -121498]
2023-09-24_04:54:00.001479419, [-1119, -121550]
2023-09-24_04:54:00.001578047, [-997, -121536]
2023-09-24_04:54:00.001676675, [-711, -121457]
2023-09-24_04:54:00.001775303, [-356, -121535]
2023-09-24_04:54:00.001873931, [-478, -121506]
2023-09-24_04:54:00.001972559, [-775, -121495]
2023-09-24_04:54:00.002071187, [-530, -121490]
2023-09-24_04:54:00.002169815, [-234, -121389]
2023-09-24_04:54:00.002268443, [-264, -121386]
2023-09-24_04:54:00.002367071, [-533, -121405]
2023-09-24_04:54:00.002465699, [-816, -121440]
2023-09-24_04:54:00.002564326, [-801, -121538]
2023-09-24_04:54:00.002662954, [-637, -121630]
2023-09-24_04:54:00.002761582, [-528, -121606]
2023-09-24_04:54:00.002860210, [-561, -121486]
2023-09-24_04:54:00.002958838, [-799, -121395]
2023-09-24_04:54:00.003057466, [-1096, -121318]
2023-09-24_04:54:00.003156094, [-1091, -121346]
2023-09-24_04:54:00.003254722, [-726, -121425]
2023-09-24_04:54:00.003353350, [-492, -121456]
2023-09-24_04:54:00.003451978, [-517, -121465]
2023-09-24_04:54:00.003550606, [-639, -121391]
2023-09-24_04:54:00.003649234, [-613, -121373]
