"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-310U1/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [449, 25232]
2023-09-24_04:54:00.000098627, [484, 25237]
2023-09-24_04:54:00.000197255, [-204, 25361]
2023-09-24_04:54:00.000295883, [-786, 25530]
2023-09-24_04:54:00.000394511, [-906, 25482]
2023-09-24_04:54:00.000493139, [-931, 25398]
2023-09-24_04:54:00.000591767, [-632, 25282]
2023-09-24_04:54:00.000690395, [-273, 25213]
2023-09-24_04:54:00.000789023, [321, 25168]
2023-09-24_04:54:00.000887651, [715, 25172]
2023-09-24_04:54:00.000986279, [919, 25319]
2023-09-24_04:54:00.001084907, [1267, 25304]
2023-09-24_04:54:00.001183535, [1087, 25259]
2023-09-24_04:54:00.001282163, [385, 25321]
2023-09-24_04:54:00.001380791, [-641, 25320]
2023-09-24_04:54:00.001479419, [-1388, 25250]
2023-09-24_04:54:00.001578047, [-1325, 25270]
2023-09-24_04:54:00.001676675, [-830, 25411]
2023-09-24_04:54:00.001775303, [-221, 25469]
2023-09-24_04:54:00.001873931, [70, 25339]
2023-09-24_04:54:00.001972559, [-121, 25234]
2023-09-24_04:54:00.002071187, [157, 25326]
2023-09-24_04:54:00.002169815, [775, 25397]
2023-09-24_04:54:00.002268443, [988, 25326]
2023-09-24_04:54:00.002367071, [616, 25217]
2023-09-24_04:54:00.002465699, [-5, 25180]
2023-09-24_04:54:00.002564326, [-267, 25200]
2023-09-24_04:54:00.002662954, [47, 25140]
2023-09-24_04:54:00.002761582, [486, 25071]
2023-09-24_04:54:00.002860210, [492, 25132]
2023-09-24_04:54:00.002958838, [-254, 25253]
2023-09-24_04:54:00.003057466, [-1048, 25310]
2023-09-24_04:54:00.003156094, [-941, 25300]
2023-09-24_04:54:00.003254722, [-26, 25309]
2023-09-24_04:54:00.003353350, [532, 25316]
2023-09-24_04:54:00.003451978, [361, 25290]
2023-09-24_04:54:00.003550606, [60, 25277]
2023-09-24_04:54:00.003649234, [96, 25263]
2023-09-24_04:54:00.003747862, [583, 25288]
2023-09-24_04:54:00.003846490, [729, 25422]
2023-09-24_04:54:00.003945118, [175, 25400]
2023-09-24_04:54:00.004043746, [-733, 25270]
2023-09-24_04:54:00.004142374, [-1392, 25285]
2023-09-24_04:54:00.004241002, [-1080, 25451]
2023-09-24_04:54:00.004339630, [-152, 25543]
2023-09-24_04:54:00.004438258, [322, 25419]
2023-09-24_04:54:00.004536886, [185, 25325]
2023-09-24_04:54:00.004635514, [141, 25254]
2023-09-24_04:54:00.004734142, [396, 25161]
2023-09-24_04:54:00.004832770, [516, 25213]
2023-09-24_04:54:00.004931398, [-37, 25327]
2023-09-24_04:54:00.005030025, [-1062, 25372]
2023-09-24_04:54:00.005128653, [-1246, 25260]
2023-09-24_04:54:00.005227281, [-639, 25203]
2023-09-24_04:54:00.005325909, [125, 25241]
2023-09-24_04:54:00.005424537, [317, 25263]
2023-09-24_04:54:00.005523165, [-239, 25175]
2023-09-24_04:54:00.005621793, [-390, 25074]
2023-09-24_04:54:00.005720421, [-373, 25083]
2023-09-24_04:54:00.005819049, [-493, 25204]
2023-09-24_04:54:00.005917677, [-327, 25285]
2023-09-24_04:54:00.006016305, [-52, 25193]
2023-09-24_04:54:00.006114933, [106, 25093]
2023-09-24_04:54:00.006213561, [216, 25099]
2023-09-24_04:54:00.006312189, [-146, 25179]
2023-09-24_04:54:00.006410817, [-528, 25243]
2023-09-24_04:54:00.006509445, [-348, 25133]
2023-09-24_04:54:00.006608073, [-316, 25052]
2023-09-24_04:54:00.006706701, [-636, 25155]
2023-09-24_04:54:00.006805329, [-645, 25283]
2023-09-24_04:54:00.006903957, [-241, 25278]
2023-09-24_04:54:00.007002585, [-118, 25158]
2023-09-24_04:54:00.007101213, [-635, 25179]
2023-09-24_04:54:00.007199841, [-844, 25217]
2023-09-24_04:54:00.007298469, [-529, 25171]
2023-09-24_04:54:00.007397097, [-490, 25060]
2023-09-24_04:54:00.007495724, [-327, 24955]
2023-09-24_04:54:00.007594352, [190, 24891]
2023-09-24_04:54:00.007692980, [101, 24898]
2023-09-24_04:54:00.007791608, [-433, 25012]
2023-09-24_04:54:00.007890236, [-697, 25020]
2023-09-24_04:54:00.007988864, [-847, 25031]
2023-09-24_04:54:00.008087492, [-845, 25105]
2023-09-24_04:54:00.008186120, [-569, 25143]
2023-09-24_04:54:00.008284748, [-116, 25142]
2023-09-24_04:54:00.008383376, [157, 25176]
2023-09-24_04:54:00.008482004, [161, 25293]
2023-09-24_04:54:00.008580632, [255, 25240]
2023-09-24_04:54:00.008679260, [27, 25103]
2023-09-24_04:54:00.008777888, [79, 25062]
2023-09-24_04:54:00.008876516, [472, 25089]
2023-09-24_04:54:00.008975144, [283, 25090]
2023-09-24_04:54:00.009073772, [-383, 25024]
2023-09-24_04:54:00.009172400, [-818, 25026]
2023-09-24_04:54:00.009271028, [-529, 25160]
2023-09-24_04:54:00.009369656, [-481, 25216]
2023-09-24_04:54:00.009468284, [-911, 25124]
2023-09-24_04:54:00.009566912, [-1078, 25053]
2023-09-24_04:54:00.009665540, [-968, 24959]
2023-09-24_04:54:00.009764168, [-445, 24894]
2023-09-24_04:54:00.009862796, [30, 24986]
2023-09-24_04:54:00.009961423, [369, 25000]
2023-09-24_04:54:00.010060051, [550, 25030]
2023-09-24_04:54:00.010158679, [283, 25010]
2023-09-24_04:54:00.010257307, [-66, 25054]
2023-09-24_04:54:00.010355935, [-290, 25307]
2023-09-24_04:54:00.010454563, [-406, 25384]
2023-09-24_04:54:00.010553191, [-685, 25264]
2023-09-24_04:54:00.010651819, [-941, 25171]
2023-09-24_04:54:00.010750447, [-590, 25171]
2023-09-24_04:54:00.010849075, [0, 25229]
2023-09-24_04:54:00.010947703, [233, 25128]
2023-09-24_04:54:00.011046331, [339, 25062]
2023-09-24_04:54:00.011144959, [550, 25173]
2023-09-24_04:54:00.011243587, [708, 25293]
2023-09-24_04:54:00.011342215, [691, 25307]
2023-09-24_04:54:00.011440843, [162, 25241]
2023-09-24_04:54:00.011539471, [-705, 25218]
2023-09-24_04:54:00.011638099, [-1008, 25268]
2023-09-24_04:54:00.011736727, [-417, 25321]
2023-09-24_04:54:00.011835355, [332, 25249]
2023-09-24_04:54:00.011933983, [616, 25253]
2023-09-24_04:54:00.012032611, [454, 25342]
2023-09-24_04:54:00.012131239, [268, 25332]
2023-09-24_04:54:00.012229867, [541, 25287]
2023-09-24_04:54:00.012328495, [1122, 25313]
2023-09-24_04:54:00.012427122, [857, 25405]
2023-09-24_04:54:00.012525750, [349, 25459]
2023-09-24_04:54:00.012624378, [395, 25375]
2023-09-24_04:54:00.012723006, [241, 25278]
2023-09-24_04:54:00.012821634, [-104, 25250]
2023-09-24_04:54:00.012920262, [-31, 25255]
2023-09-24_04:54:00.013018890, [420, 25293]
2023-09-24_04:54:00.013117518, [879, 25297]
2023-09-24_04:54:00.013216146, [971, 25399]
2023-09-24_04:54:00.013314774, [1017, 25491]
2023-09-24_04:54:00.013413402, [1008, 25505]
2023-09-24_04:54:00.013512030, [551, 25496]
2023-09-24_04:54:00.013610658, [522, 25485]
