"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-320U1/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [-1062, 3903]
2023-09-24_04:54:00.000098627, [-1014, 3864]
2023-09-24_04:54:00.000197255, [-1609, 3860]
2023-09-24_04:54:00.000295883, [-2154, 3930]
2023-09-24_04:54:00.000394511, [-2207, 3846]
2023-09-24_04:54:00.000493139, [-2024, 3809]
2023-09-24_04:54:00.000591767, [-1760, 3926]
2023-09-24_04:54:00.000690395, [-1375, 3976]
2023-09-24_04:54:00.000789023, [-858, 4085]
2023-09-24_04:54:00.000887651, [-587, 4015]
2023-09-24_04:54:00.000986279, [-334, 3909]
2023-09-24_04:54:00.001084907, [94, 3968]
2023-09-24_04:54:00.001183535, [217, 4003]
2023-09-24_04:54:00.001282163, [-207, 4000]
2023-09-24_04:54:00.001380791, [-1163, 3977]
2023-09-24_04:54:00.001479419, [-1869, 3987]
2023-09-24_04:54:00.001578047, [-1674, 4018]
2023-09-24_04:54:00.001676675, [-978, 4004]
2023-09-24_04:54:00.001775303, [-271, 3882]
2023-09-24_04:54:00.001873931, [49, 3813]
2023-09-24_04:54:00.001972559, [-233, 3904]
2023-09-24_04:54:00.002071187, [-90, 3859]
2023-09-24_04:54:00.002169815, [577, 3935]
2023-09-24_04:54:00.002268443, [892, 4000]
2023-09-24_04:54:00.002367071, [399, 3899]
2023-09-24_04:54:00.002465699, [-349, 3970]
2023-09-24_04:54:00.002564326, [-536, 3971]
2023-09-24_04:54:00.002662954, [-128, 3959]
2023-09-24_04:54:00.002761582, [398, 4006]
2023-09-24_04:54:00.002860210, [340, 3961]
2023-09-24_04:54:00.002958838, [-324, 3983]
2023-09-24_04:54:00.003057466, [-857, 3953]
2023-09-24_04:54:00.003156094, [-518, 3963]
2023-09-24_04:54:00.003254722, [393, 4074]
2023-09-24_04:54:00.003353350, [745, 4160]
2023-09-24_04:54:00.003451978, [433, 4231]
2023-09-24_04:54:00.003550606, [258, 4187]
2023-09-24_04:54:00.003649234, [629, 4087]
2023-09-24_04:54:00.003747862, [1061, 4088]
2023-09-24_04:54:00.003846490, [1029, 4164]
2023-09-24_04:54:00.003945118, [491, 4130]
2023-09-24_04:54:00.004043746, [-311, 3975]
2023-09-24_04:54:00.004142374, [-690, 3988]
2023-09-24_04:54:00.004241002, [-353, 4145]
2023-09-24_04:54:00.004339630, [365, 4202]
2023-09-24_04:54:00.004438258, [1041, 4138]
2023-09-24_04:54:00.004536886, [1010, 4046]
2023-09-24_04:54:00.004635514, [744, 4106]
2023-09-24_04:54:00.004734142, [1012, 4196]
